View Statements Option in Quick Actions RHS is Not Displayed------------>  Closed FD - RHS Sections

View Statements Option in Quick Actions RHS is Not Displayed------------>  Closed FD - RHS Sections - View Statements

View Documents is not Redirected to Fixed Deposit Number : 500953------------>  Closed FD - RHS Sections - View Statements

Failed in wait for Deposits tab Until Visible Fluent. Exception: class org.openqa.selenium.TimeoutException------------>  To verify FD tile in My Relation page redirected to FD page

Deposits tab is Not Present in this Customer Id------------>  To verify FD tile in My Relation page redirected to FD page

FIXED DEPOSIT 149382 No. Tile is Not Present in this customer Id------------>  To verify FD tile in My Relation page redirected to FD page

 Account Number 149382 is Not Redirected------------>  To verify FD tile in My Relation page redirected to FD page

Not Redirected to Expected------------>  To verify FD tile in My Relation page redirected to FD page

 Account Number 149382 is Not Redirected------------>  To verify FD Page Sections

Not Redirected to Expected------------>  To verify FD Page Sections

Home Page Text is Not Verified------------>  To verify Top section in FD Page4

Login is Unsuccessfull------------>  To verify Top section in FD Page4

Sign Out Button is Not Present------------>  To verify Top section in FD Page4

FIXED DEPOSIT 229405 No. Tile is Not Present in this customer Id------------>  To verify Relationship Details Section - FD Details with Renewed\

 Account Number 229405 is Not Redirected------------>  To verify Relationship Details Section - FD Details with Renewed\

Not Redirected to Expected------------>  To verify Relationship Details Section - FD Details with Renewed\

MyRelations Section is Not Verified------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedq

My Relation is not Working------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedq

View Statements Option in Quick Actions RHS is Not Displayed------------>  Active FD - RHS SectionsĒ

Home Page Text is Not Verified------------>  Active FD - Has Pre-Approved OffersĢ

Login is Unsuccessfull------------>  Active FD - Has Pre-Approved OffersĢ

Failed in wait for Deposits tab Until Visible Fluent. Exception: class org.openqa.selenium.TimeoutException------------>  Active FD - Verification & Redirection of FAQŁ

Deposits tab is Not Present in this Customer Id------------>  Active FD - Verification & Redirection of FAQŁ

FIXED DEPOSIT 149382 No. Tile is Not Present in this customer Id------------>  Active FD - Verification & Redirection of FAQŁ

 Account Number 149382 is Not Redirected------------>  Active FD - Verification & Redirection of FAQŁ

Not Redirected to Expected------------>  Active FD - Verification & Redirection of FAQŁ

Home Page Text is Not Verified------------>  Add Nominee - To verify Cancel Button

Login is Unsuccessfull------------>  Add Nominee - To verify Cancel Button

Home Page Text is Not Verified------------>  Add Nominee - To verify RHS(

Login is Unsuccessfull------------>  Add Nominee - To verify RHS(

Home Page Text is Not Verified------------>  Add Nominee - To verify Nominee Details ComponentsV

Login is Unsuccessfull------------>  Add Nominee - To verify Nominee Details ComponentsV

Home Page Text is Not Verified------------>  Add Nominee - To verify Nominee Full Name Text Boxi

Login is Unsuccessfull------------>  Add Nominee - To verify Nominee Full Name Text Boxi

Home Page Text is Not Verified------------>  Add Nominee - To verify Nominee Date Of Birth|

Login is Unsuccessfull------------>  Add Nominee - To verify Nominee Date Of Birth|

Home Page Text is Not Verified------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

Login is Unsuccessfull------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

MyRelations Section is Not Verified------------>  Add Nominee - Guardian Details ComponentsÍ

My Relation is not Working------------>  Add Nominee - Guardian Details ComponentsÍ

MyRelations Section is Not Verified------------>  Add Nominee - To verify Guardian Name Text Boxã

