MATURED Nudge - Blue Color is Not Verified------------>  Closed FD - To verify Top section in FD Page4

Home Page Text is Not Verified------------>  Closed FD - To verify Relationship Details Section - FD DetailsG

Login is Unsuccessfull------------>  Closed FD - To verify Relationship Details Section - FD DetailsG

Sign Out Button is Not Present------------>  Closed FD - To verify Relationship Details Section - FD DetailsG

View Statements Option in Quick Actions RHS is Not Displayed------------>  Closed FD - RHS Sections

View Statements Option in Quick Actions RHS is Not Displayed------------>  Closed FD - RHS Sections - View Statements

View Documents is not Redirected to Fixed Deposit Number : 500953------------>  Closed FD - RHS Sections - View Statements

 Account Number 149382 is Not Redirected------------>  To verify Relationship Details Section - FD DetailsI

Not Redirected to Expected------------>  To verify Relationship Details Section - FD DetailsI

FIXED DEPOSIT 229405 No. Tile is Not Present in this customer Id------------>  To verify Relationship Details Section - FD Details with Renewed]

 Account Number 229405 is Not Redirected------------>  To verify Relationship Details Section - FD Details with Renewed]

Not Redirected to Expected------------>  To verify Relationship Details Section - FD Details with Renewed]

DOB Text Box For Individual is not Present and Type In Failed------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedr

PROCEED button is Not Displayed------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedr

MyRelations Section is Not Verified------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedr

My Relation is not Working------------>  To verify Relationship Details Section - FD Details with TDS Waiver Submittedr

Home Page Text is Not Verified------------>  To verify ACTIVE FD with Add Nominee Detailsò

Login is Unsuccessfull------------>  To verify ACTIVE FD with Add Nominee Detailsò

Home Page Text is Not Verified------------>  Active FD - RHS Sectionsē

Login is Unsuccessfull------------>  Active FD - RHS Sectionsē

Sign Out Button is Not Present------------>  Active FD - RHS Sectionsē

DOB Text Box For Individual is not Present and Type In Failed------------>  Active FD - Has Pre-Approved Offersģ

PROCEED button is Not Displayed------------>  Active FD - Has Pre-Approved Offersģ

MyRelations Section is Not Verified------------>  Active FD - Has Pre-Approved Offersģ

My Relation is not Working------------>  Active FD - Has Pre-Approved Offersģ

Home Page Text is Not Verified------------>  Active FD - Has NO Pre-Approved OffersĲ

Login is Unsuccessfull------------>  Active FD - Has NO Pre-Approved OffersĲ

Sign Out Button is Not Present------------>  Active FD - Has NO Pre-Approved OffersĲ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Cancel Button

PROCEED button is Not Displayed------------>  Add Nominee - To verify Cancel Button

MyRelations Section is Not Verified------------>  Add Nominee - To verify Cancel Button

My Relation is not Working------------>  Add Nominee - To verify Cancel Button

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify RHS(

PROCEED button is Not Displayed------------>  Add Nominee - To verify RHS(

MyRelations Section is Not Verified------------>  Add Nominee - To verify RHS(

My Relation is not Working------------>  Add Nominee - To verify RHS(

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Nominee Details ComponentsV

PROCEED button is Not Displayed------------>  Add Nominee - To verify Nominee Details ComponentsV

MyRelations Section is Not Verified------------>  Add Nominee - To verify Nominee Details ComponentsV

My Relation is not Working------------>  Add Nominee - To verify Nominee Details ComponentsV

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Nominee Full Name Text Boxi

PROCEED button is Not Displayed------------>  Add Nominee - To verify Nominee Full Name Text Boxi

MyRelations Section is Not Verified------------>  Add Nominee - To verify Nominee Full Name Text Boxi

My Relation is not Working------------>  Add Nominee - To verify Nominee Full Name Text Boxi

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Nominee Date Of Birth|

PROCEED button is Not Displayed------------>  Add Nominee - To verify Nominee Date Of Birth|

MyRelations Section is Not Verified------------>  Add Nominee - To verify Nominee Date Of Birth|

My Relation is not Working------------>  Add Nominee - To verify Nominee Date Of Birth|

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

PROCEED button is Not Displayed------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

MyRelations Section is Not Verified------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

My Relation is not Working------------>  Add Nominee - Nominee Address 'City & State' Fields are Non-Editable and Auto populated¦

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Guardian Details ComponentsÍ

PROCEED button is Not Displayed------------>  Add Nominee - Guardian Details ComponentsÍ

MyRelations Section is Not Verified------------>  Add Nominee - Guardian Details ComponentsÍ

My Relation is not Working------------>  Add Nominee - Guardian Details ComponentsÍ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Guardian Name Text Boxã

PROCEED button is Not Displayed------------>  Add Nominee - To verify Guardian Name Text Boxã

MyRelations Section is Not Verified------------>  Add Nominee - To verify Guardian Name Text Boxã

My Relation is not Working------------>  Add Nominee - To verify Guardian Name Text Boxã

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Error Message for Same Name in Nominee Full Name & Guardian Name Text Boxý

PROCEED button is Not Displayed------------>  Add Nominee - To verify Error Message for Same Name in Nominee Full Name & Guardian Name Text Boxý

MyRelations Section is Not Verified------------>  Add Nominee - To verify Error Message for Same Name in Nominee Full Name & Guardian Name Text Boxý

My Relation is not Working------------>  Add Nominee - To verify Error Message for Same Name in Nominee Full Name & Guardian Name Text Boxý

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify Guardian Date Of BirthĔ

PROCEED button is Not Displayed------------>  Add Nominee - To verify Guardian Date Of BirthĔ

MyRelations Section is Not Verified------------>  Add Nominee - To verify Guardian Date Of BirthĔ

My Relation is not Working------------>  Add Nominee - To verify Guardian Date Of BirthĔ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - Guardian Address 'City & State' Fields are Non-Editable and Auto populatedĭ

PROCEED button is Not Displayed------------>  Add Nominee - Guardian Address 'City & State' Fields are Non-Editable and Auto populatedĭ

MyRelations Section is Not Verified------------>  Add Nominee - Guardian Address 'City & State' Fields are Non-Editable and Auto populatedĭ

My Relation is not Working------------>  Add Nominee - Guardian Address 'City & State' Fields are Non-Editable and Auto populatedĭ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To verify 'Nominee & Guardian' Address Fields validation messageŌ

PROCEED button is Not Displayed------------>  Add Nominee - To verify 'Nominee & Guardian' Address Fields validation messageŌ

MyRelations Section is Not Verified------------>  Add Nominee - To verify 'Nominee & Guardian' Address Fields validation messageŌ

My Relation is not Working------------>  Add Nominee - To verify 'Nominee & Guardian' Address Fields validation messageŌ

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To validate Nominee PINCODE Fieldť

PROCEED button is Not Displayed------------>  Add Nominee - To validate Nominee PINCODE Fieldť

MyRelations Section is Not Verified------------>  Add Nominee - To validate Nominee PINCODE Fieldť

My Relation is not Working------------>  Add Nominee - To validate Nominee PINCODE Fieldť

DOB Text Box For Individual is not Present and Type In Failed------------>  Add Nominee - To validate Guardian PINCODE FieldŽ

PROCEED button is Not Displayed------------>  Add Nominee - To validate Guardian PINCODE FieldŽ

MyRelations Section is Not Verified------------>  Add Nominee - To validate Guardian PINCODE FieldŽ

My Relation is not Working------------>  Add Nominee - To validate Guardian PINCODE FieldŽ

DOB Text Box For Individual is not Present and Type In Failed------------>  Verify Add Nominee Page OTP Screen ComponentsƤ

PROCEED button is Not Displayed------------>  Verify Add Nominee Page OTP Screen ComponentsƤ

MyRelations Section is Not Verified------------>  Verify Add Nominee Page OTP Screen ComponentsƤ

My Relation is not Working------------>  Verify Add Nominee Page OTP Screen ComponentsƤ

OTP Screen Text box 1 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Screen Text box 2 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Screen Text box 3 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Screen Text box 4 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Screen Text box 5 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

OTP Screen Text box 6 - Green Color is Not Verified------------>  Verify Add Nominee Page OTP ValidationsǾ

Invalid OTP Error Message is Not Present------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as a. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as A. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as !. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as @. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as $. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as %. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as ^. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as &. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as *. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as (. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as .. Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Clear edit Box OTP Screen Text box 3. Exception: class org.openqa.selenium.InvalidElementStateException------------>  Verify Add Nominee Page OTP ValidationsǾ

Failed in Type In OTP Screen Text box 3 value as ). Exception: class org.openqa.selenium.ElementNotInteractableException------------>  Verify Add Nominee Page OTP ValidationsǾ
